S05587
24-06-2016_14:34:09
Saved at time: 516427969 milliseconds
Integration time: 4000000
Scans to average: 0
Boxcar smoothing: 0
Wavelengths	Intensities
679.17638488	1906.00000000
679.65998451	2102.00000000
680.14361377	2187.00000000
680.62727260	2239.00000000
681.11096098	2034.00000000
681.59467887	2052.00000000
682.07842623	2014.00000000
682.56220303	2117.00000000
683.04600923	1707.00000000
683.52984478	1944.00000000
684.01370967	1905.00000000
684.49760384	2231.00000000
684.98152726	2110.00000000
685.46547989	1882.00000000
685.94946171	2174.00000000
686.43347266	2194.00000000
686.91751272	2376.00000000
687.40158185	2298.00000000
687.88568001	2366.00000000
688.36980716	2218.00000000
688.85396327	2097.00000000
689.33814829	2166.00000000
689.82236221	2140.00000000
690.30660496	2129.00000000
690.79087653	2081.00000000
691.27517687	1965.00000000
691.75950595	2157.00000000
692.24386373	1997.00000000
692.72825017	2264.00000000
693.21266523	2112.00000000
693.69710889	2115.00000000
694.18158109	2003.00000000
694.66608181	2036.00000000
695.15061101	2008.00000000
695.63516866	1910.00000000
696.11975470	1948.00000000
696.60436912	2064.00000000
697.08901187	1810.00000000
697.57368291	1996.00000000
698.05838221	1773.00000000
698.54310973	1887.00000000
699.02786544	1717.00000000
699.51264929	2005.00000000
699.99746125	2034.00000000
700.48230129	2060.00000000
700.96716936	1921.00000000
701.45206544	2045.00000000
701.93698948	1884.00000000
702.42194144	1927.00000000
702.90692130	2076.00000000
703.39192900	1710.00000000
703.87696453	2265.00000000
704.36202783	2201.00000000
704.84711888	2203.00000000
705.33223763	2256.00000000
705.81738405	2400.00000000
706.30255811	2726.00000000
706.78775976	2677.00000000
707.27298897	2576.00000000
707.75824570	2527.00000000
708.24352991	2419.00000000
708.72884158	2825.00000000
709.21418065	2739.00000000
709.69954710	2069.00000000
710.18494089	2276.00000000
710.67036198	2081.00000000
711.15581034	2229.00000000
711.64128592	2579.00000000
712.12678869	2800.00000000
712.61231862	2642.00000000
713.09787566	2105.00000000
713.58345979	2157.00000000
714.06907095	2065.00000000
714.55470913	1921.00000000
715.04037427	1994.00000000
715.52606635	1978.00000000
716.01178533	1987.00000000
716.49753116	2053.00000000
716.98330382	2060.00000000
717.46910326	1468.00000000
717.95492946	1753.00000000
718.44078236	1977.00000000
718.92666194	2037.00000000
719.41256816	1988.00000000
719.89850098	1880.00000000
720.38446037	1757.00000000
720.87044629	1907.00000000
721.35645870	1670.00000000
721.84249756	1999.00000000
722.32856284	2027.00000000
722.81465450	2013.00000000
723.30077251	1751.00000000
723.78691682	1881.00000000
724.27308741	1820.00000000
724.75928423	1862.00000000
725.24550724	1657.00000000
725.73175642	1812.00000000
726.21803172	1999.00000000
726.70433311	1920.00000000
727.19066055	1587.00000000
727.67701400	1808.00000000
728.16339343	2034.00000000
728.64979880	1974.00000000
729.13623007	1806.00000000
729.62268721	1975.00000000
730.10917018	1643.00000000
730.59567893	1808.00000000
731.08221345	1907.00000000
731.56877369	1860.00000000
732.05535960	2058.00000000
732.54197116	2027.00000000
733.02860834	1856.00000000
733.51527108	1809.00000000
734.00195936	1736.00000000
734.48867313	1878.00000000
734.97541237	1826.00000000
735.46217703	2056.00000000
735.94896708	1812.00000000
736.43578248	2083.00000000
736.92262320	2003.00000000
737.40948919	1924.00000000
737.89638043	2021.00000000
738.38329686	2016.00000000
738.87023847	1907.00000000
739.35720520	1689.00000000
739.84419703	1937.00000000
740.33121392	1987.00000000
740.81825582	1848.00000000
741.30532271	1408.00000000
741.79241455	1777.00000000
742.27953129	1948.00000000
742.76667291	2092.00000000
743.25383936	2038.00000000
743.74103061	1967.00000000
744.22824663	2007.00000000
744.71548737	1881.00000000
745.20275280	1521.00000000
745.69004288	2018.00000000
746.17735758	1999.00000000
746.66469685	2059.00000000
747.15206067	1816.00000000
747.63944899	2028.00000000
748.12686178	1924.00000000
748.61429900	1368.00000000
749.10176061	1969.00000000
749.58924659	2019.00000000
750.07675688	2022.00000000
750.56429146	2047.00000000
751.05185028	1837.00000000
751.53943332	1898.00000000
752.02704053	1484.00000000
752.51467187	1606.00000000
753.00232732	1616.00000000
753.49000683	1892.00000000
753.97771036	2047.00000000
754.46543789	1812.00000000
754.95318936	1910.00000000
755.44096476	2005.00000000
755.92876403	1861.00000000
756.41658715	1916.00000000
756.90443407	2061.00000000
757.39230476	1811.00000000
757.88019918	1693.00000000
758.36811730	2091.00000000
758.85605908	2031.00000000
759.34402448	2029.00000000
759.83201346	1946.00000000
760.32002599	2069.00000000
760.80806203	1705.00000000
761.29612155	1939.00000000
761.78420451	1939.00000000
762.27231086	1909.00000000
762.76044058	2026.00000000
763.24859363	1882.00000000
763.73676997	1753.00000000
764.22496956	1758.00000000
764.71319237	1851.00000000
765.20143836	1948.00000000
765.68970749	1956.00000000
766.17799973	1367.00000000
766.66631504	1670.00000000
767.15465338	1814.00000000
767.64301472	1725.00000000
768.13139902	1786.00000000
768.61980624	1871.00000000
769.10823635	1923.00000000
769.59668930	1798.00000000
770.08516507	1954.00000000
770.57366361	1759.00000000
771.06218489	1919.00000000
771.55072888	1761.00000000
772.03929553	1783.00000000
772.52788480	1945.00000000
773.01649667	1963.00000000
773.50513109	1557.00000000
773.99378804	1953.00000000
774.48246746	1943.00000000
774.97116932	1789.00000000
775.45989360	1824.00000000
775.94864024	1958.00000000
776.43740922	1759.00000000
776.92620050	1890.00000000
777.41501403	1638.00000000
777.90384979	1987.00000000
778.39270774	1833.00000000
778.88158784	1903.00000000
779.37049004	1944.00000000
779.85941433	1460.00000000
780.34836066	1836.00000000
780.83732898	1990.00000000
781.32631928	1943.00000000
781.81533150	1654.00000000
782.30436562	1698.00000000
782.79342159	1953.00000000
783.28249938	1925.00000000
783.77159895	1806.00000000
784.26072027	1774.00000000
784.74986329	1915.00000000
785.23902799	1885.00000000
785.72821432	1420.00000000
786.21742225	1937.00000000
786.70665174	1486.00000000
787.19590276	1878.00000000
787.68517526	1820.00000000
788.17446922	1136.00000000
788.66378459	1737.00000000
789.15312133	1604.00000000
789.64247942	1949.00000000
790.13185881	1916.00000000
790.62125947	2042.00000000
791.11068135	1821.00000000
791.60012443	1963.00000000
792.08958867	1661.00000000
792.57907402	1921.00000000
793.06858046	1608.00000000
793.55810795	1829.00000000
794.04765644	1799.00000000
794.53722591	1833.00000000
795.02681631	1875.00000000
795.51642762	1945.00000000
796.00605978	1887.00000000
796.49571277	1934.00000000
796.98538655	1870.00000000
797.47508108	2093.00000000
797.96479632	1827.00000000
798.45453224	1949.00000000
798.94428881	1823.00000000
799.43406597	1861.00000000
799.92386371	1830.00000000
800.41368198	1459.00000000
800.90352074	1944.00000000
801.39337996	1785.00000000
801.88325960	1522.00000000
802.37315962	1881.00000000
802.86307999	1895.00000000
803.35302067	1967.00000000
803.84298163	1885.00000000
804.33296282	1793.00000000
804.82296421	1976.00000000
805.31298576	1926.00000000
805.80302744	1872.00000000
806.29308921	1037.00000000
806.78317103	1957.00000000
807.27327287	1888.00000000
807.76339468	1778.00000000
808.25353644	2166.00000000
808.74369811	2093.00000000
809.23387964	1794.00000000
809.72408100	1995.00000000
810.21430216	1973.00000000
810.70454308	2292.00000000
811.19480372	2087.00000000
811.68508405	2022.00000000
812.17538402	2088.00000000
812.66570360	1927.00000000
813.15604276	1959.00000000
813.64640146	1824.00000000
814.13677965	1957.00000000
814.62717731	1984.00000000
815.11759440	1827.00000000
815.60803088	2004.00000000
816.09848671	2020.00000000
816.58896185	1848.00000000
817.07945628	1914.00000000
817.56996995	1532.00000000
818.06050283	1956.00000000
818.55105488	1962.00000000
819.04162606	1865.00000000
819.53221633	2003.00000000
820.02282567	2086.00000000
820.51345402	1961.00000000
821.00410137	1863.00000000
821.49476766	1513.00000000
821.98545286	1843.00000000
822.47615694	1868.00000000
822.96687986	1925.00000000

